tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
NCS000ETT15000015,"REQUEST FOR PROPOSAL TO CONCEPTUALISE, PLAN AND IMPLEMENT CARE & SHARE AND DISABILITY AWARENESS PUBLIC EDUCATION CAMPAIGNS (SPDG, Ryan)",National Council of Social Service,22/6/2015,Awarded to Suppliers,STORIES WORTH TELLING LLP,75000
NCS000ETT15000015,"REQUEST FOR PROPOSAL TO CONCEPTUALISE, PLAN AND IMPLEMENT CARE & SHARE AND DISABILITY AWARENESS PUBLIC EDUCATION CAMPAIGNS (SPDG, Ryan)",National Council of Social Service,22/6/2015,Awarded to Suppliers,XOD BOX PTE. LTD.,175000
NCS000ETT15000016,"INVITATION TO TENDER FOR THE CONCEPTUALISATION, PLANNING AND CONDUCT OF AN INTERACTIVE SKIT/MUSICAL ON CARE & SHARE (",National Council of Social Service,6/7/2015,Awarded to Suppliers,ARTISTIC EXPRESSIONS PRIVATE LIMITED,81200
NCS000ETT15000017,THE PROVISION OF REFRESHMENTS TO THE NATIONAL COUNCIL OF SOCIAL SERVICE FOR SOCIAL SERVICE INSTITUTE (SSI),National Council of Social Service,6/8/2015,Awarded to Suppliers,Cafe Galilee Pte Ltd,254400
NCS000ETT15000018,"INVITATION TO TENDER FOR THE DEVELOPMENT, DELIVERY AND ASSESSMENT OF TWO (2) LEARNING PROGRAMMES IN THE AREA OF MANAGEMENT OF FAMILY VIOLENCE",National Council of Social Service,4/7/2016,Awarded to No Suppliers,Unknown,0
NCS000ETT15000019,"TO SUPPLY, INSTALL, MAINTAIN, AND REMOVE POSTERS AND LAMP POST BANNERS",National Council of Social Service,11/6/2015,Awarded to Suppliers,UNIVERSAL DISPLAYS PTE LTD,89981.5
NCS000ETT15000020,"FOR THE DEVELOPMENT AND PRODUCTION OF THREE (3) ISSUES OF RAPPORT, A PUBLICATION OF NCSS, FOR A PERIOD OF ONE (1) FINANCIAL YEAR (FY), AND WITH THE OPTION TO RENEW FOR ANOTHER ONE (1)",National Council of Social Service,18/11/2015,Awarded to No Suppliers,Unknown,0
NCS000ETT15000021,INVITATION TO TENDER FOR ADVERTISING SERVICES (CREATIVE & COMMUNICATION) FOR SECTOR MANPOWER FY2015 WORKPLAN,National Council of Social Service,5/11/2015,Awarded to Suppliers,ACOUSTIC GROUP PTE. LTD.,331891.63
NCS000ETT15000022,"REQUEST FOR PROPOSAL FOR (1) RESEARCH FOR SECTOR VALUE PROPOSITION, AND (2) BRAND CONSULTANCY SERVICES TO DEVELOP A BRAND FOR THE SOCIAL SERVICE SECTOR",National Council of Social Service,21/1/2016,Awarded to Suppliers,CMG GROUP (SINGAPORE) PTE. LTD.,328762
NCS000ETT15000022,"REQUEST FOR PROPOSAL FOR (1) RESEARCH FOR SECTOR VALUE PROPOSITION, AND (2) BRAND CONSULTANCY SERVICES TO DEVELOP A BRAND FOR THE SOCIAL SERVICE SECTOR",National Council of Social Service,21/1/2016,Awarded to Suppliers,CONSULTING GROUP - ASIA INSIGHT PTE. LTD.,227500
NCS000ETT15000023,INVITATION TO TENDER FOR PRODUCTION OF SPEAK UP! VIDEOS,National Council of Social Service,16/12/2015,Awarded to Suppliers,ZHAO WEI FILMS PTE LTD,93296.5
NCS000ETT15000025,"INVITATION TO TENDER FOR EVENT MANAGEMENT SERVICES FOR CARE & SHARE THANK-YOU SHOW (Comchest, Ruby)",National Council of Social Service,9/12/2015,Awarded to Suppliers,MUSIC & MOVEMENT (S) PTE. LTD.,374500
NCS000ETT15000025,"INVITATION TO TENDER FOR EVENT MANAGEMENT SERVICES FOR CARE & SHARE THANK-YOU SHOW (Comchest, Ruby)",National Council of Social Service,9/12/2015,Awarded to Suppliers,Unusual Productions Pte Ltd,229455
NCS000ETT15000027,"INVITATION TO TENDER (ITT) FOR NCSS CENTRALLY DRIVEN BITESIZE PROJECTS FOR PRODUCTIVITY AND INNOVATION (PHASE TWO) (VWOD, Gwen)",National Council of Social Service,25/1/2016,Awarded to Suppliers,CAPELLE CONSULTING PTE. LTD.,44000
NCS000ETT15000027,"INVITATION TO TENDER (ITT) FOR NCSS CENTRALLY DRIVEN BITESIZE PROJECTS FOR PRODUCTIVITY AND INNOVATION (PHASE TWO) (VWOD, Gwen)",National Council of Social Service,25/1/2016,Awarded to Suppliers,D-CATALYST PTE. LTD.,210000
NCS000ETT15000027,"INVITATION TO TENDER (ITT) FOR NCSS CENTRALLY DRIVEN BITESIZE PROJECTS FOR PRODUCTIVITY AND INNOVATION (PHASE TWO) (VWOD, Gwen)",National Council of Social Service,25/1/2016,Awarded to Suppliers,DESIGN SOJOURN PTE. LTD.,97800
NCS000ETT15000027,"INVITATION TO TENDER (ITT) FOR NCSS CENTRALLY DRIVEN BITESIZE PROJECTS FOR PRODUCTIVITY AND INNOVATION (PHASE TWO) (VWOD, Gwen)",National Council of Social Service,25/1/2016,Awarded to Suppliers,GOSHEN CONSULTANCY SERVICES PTE. LTD.,460000
NCS000ETT15000027,"INVITATION TO TENDER (ITT) FOR NCSS CENTRALLY DRIVEN BITESIZE PROJECTS FOR PRODUCTIVITY AND INNOVATION (PHASE TWO) (VWOD, Gwen)",National Council of Social Service,25/1/2016,Awarded to Suppliers,MINITHEORY PTE. LTD.,25000
NCS000ETT15000027,"INVITATION TO TENDER (ITT) FOR NCSS CENTRALLY DRIVEN BITESIZE PROJECTS FOR PRODUCTIVITY AND INNOVATION (PHASE TWO) (VWOD, Gwen)",National Council of Social Service,25/1/2016,Awarded to Suppliers,ONE TEAM CONSULTING PTE. LTD.,28500
NCS000ETT15000027,"INVITATION TO TENDER (ITT) FOR NCSS CENTRALLY DRIVEN BITESIZE PROJECTS FOR PRODUCTIVITY AND INNOVATION (PHASE TWO) (VWOD, Gwen)",National Council of Social Service,25/1/2016,Awarded to Suppliers,SG REHAB PTE. LTD.,59925
NCS000ETT15000028,"INVITATION TO TENDER FOR PROJECT MANAGEMENT SERVICES FOR PRESIDENTS CHALLENGE VOLUNTEER DRIVE 2016 (Comchest, Ivy)",National Council of Social Service,13/1/2016,Awarded to Suppliers,ADRENALIN GROUP PTE. LTD.,97750
NCS000ETT15000029,"INVITATION TO TENDER FOR CONTENT DEVELOPMENT AND UPDATE OF DISABILITY AWARENESS WEBSITE (SPDG, Ryan)",National Council of Social Service,17/12/2015,Awarded to No Suppliers,Unknown,0
NCS000ETT15000031,INVITATION TO TENDER FOR DEVELOPMENT OF NATIONAL YOUTH WORK COMPETENCY FRAMEWORK IN SINGAPORE,National Council of Social Service,4/2/2016,Awarded to Suppliers,WILLIS TOWERS WATSON CONSULTING (SINGAPORE) PTE. LTD.,160000
NCS000ETT15000032,INVITATION TO TENDER FOR THE PROVISION OF TRAINING COORDINATION SERVICES FOR SOCIAL SERVICE INSTITUTE,National Council of Social Service,17/2/2016,Awarded to No Suppliers,Unknown,0
NCS000ETT15000033,INVITATION TO TENDER FOR THE PROVISION OF CHILDRENS PROGRAMMES (CHILD-MINDING) FOR SOCIAL SERVICE INSTITUTE,National Council of Social Service,25/1/2016,Awarded to Suppliers,KO'ACH CONSULTANTS PTE. LTD.,155000
NCS000ETT15000034,"EVENT MANAGEMENT SERVICES, CONFERENCE PACKAGE AND KEYNOTE SPEAKER FOR WE ARE ABLE! 2016",National Council of Social Service,28/1/2016,Awarded to Suppliers,MARINA BAY SANDS PTE. LTD.,50680
NCS000ETT15000034,"EVENT MANAGEMENT SERVICES, CONFERENCE PACKAGE AND KEYNOTE SPEAKER FOR WE ARE ABLE! 2016",National Council of Social Service,28/1/2016,Awarded to Suppliers,SKYY CREATIVE CONSULTANT PTE. LTD.,56740
NCS000ETT15000037,"INVITATION TO TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION, TESTING, COMMISSIONING OF A FULLY OPERATIONAL SUN RAY SYSTEM WITH AN OPTION FOR MAINTENANCE FOR NATIONAL COUNCIL OF SOCIAL SERVICE (ICS, Anthony)",National Council of Social Service,27/6/2016,Awarded to Suppliers,DXC TECHNOLOGY SINGAPORE PTE. LTD.,608908
NCS000ETT15000039,"INVITATION TO TENDER FOR LONGITUDINAL STUDY OF THE IMPACT OF SHARITY PROGRAMME ON STUDENTS (Comchest, June)",National Council of Social Service,29/3/2016,Awarded to Suppliers,NEXUS LINK PTE. LTD.,69000
NCS000ETT15000040,"INVITATION TO TENDER FOR CONSULTANCY AND IMPLEMENTATION OF VOLUNTEER MANAGEMENT FRAMEWORK AND REDESIGNED JOBS FOR VOLUNTEERS (SMCPD, Elaine)",National Council of Social Service,18/4/2016,Awarded to Suppliers,ERNST & YOUNG ADVISORY PTE. LTD.,300000
NCS000ETT16000001,"INVITATION TO TENDER FOR THE ENGAGEMENT OF A PUBLIC RELATIONS AGENCY FOR NCSS (Corp Com, Brendan)",National Council of Social Service,1/4/2016,Awarded to Suppliers,OGILVY SINGAPORE PTE. LTD.,188200
NCS000ETT16000002,"INVITATION TO TENDER FOR CONTENT DEVELOPMENT AND UPDATE OF DISABILITY AWARENESS WEBSITE (SPDG, Ryan)",National Council of Social Service,11/4/2016,Awarded to Suppliers,DISABLED PEOPLE'S ASSOCIATION,43600
NCS000ETT16000005,"INVITATION TO TENDER FOR COMMUNITY CHEST DIGITAL MARKETING CAMPAIGN (Comchest, Charlynn)",National Council of Social Service,20/4/2016,Awarded to Suppliers,DSTNCT PTE. LTD.,254800
NCS000ETT16000006,"INVITATION TO TENDER FOR DIAGNOSTIC CONSULTANCY SERVICES IN HUMAN RESOURCE CAPABILITY FOR SOCIAL SERVICE SECTOR (SMPD, Grace)",National Council of Social Service,26/5/2016,Awarded to Suppliers,AON HEWITT SINGAPORE PTE. LTD.,720001
NCS000ETT16000007,"INVITATION TO TENDER FOR AUDIT SERVICES TO DIGITAL INCLUSION FUND (Funding Policy, Weiting)",National Council of Social Service,23/5/2016,Awarded to Suppliers,PRICEWATERHOUSECOOPERS LLP,67900
NCS000ETT16000009,"INVITATION TO TENDER FOR MEDIA MONITORING AND ANALYSIS SERVICES FOR NATIONAL COUNCIL OF SOCIAL SERVICE FOR A PERIOD OF ONE (1) YEAR AND WITH THE OPTION TO RENEW FOR ANOTHER ONE (1) YEAR (CCD, Swee San)",National Council of Social Service,31/5/2016,Awarded to Suppliers,NEWS SEARCH (SINGAPORE) PTE. LTD.,58000
NCS000ETT16000010,"INVITATION TO TENDER FOR CREATIVE SERVICES TO DEVELOP AND IMPLEMENT THE 2016 PRESIDENT'S CHALLENGE CAMPAIGN (Corp Comm, Cindy)",National Council of Social Service,16/6/2016,Awarded to Suppliers,STARLIGHT ADVERTISING (PTE) LTD.,41000
NCS000ETT16000011,"INVITATION TO TENDER FOR LEGAL COUNSEL TO PROVIDE LEGAL SERVICES TO NATIONAL COUNCIL OF SOCIAL SERVICE (NCSS) (Finance, Anitha)",National Council of Social Service,27/5/2016,Awarded to Suppliers,RHTLAW TAYLOR WESSING LLP,180000
NCS000ETT16000012,"INVITATION TO TENDER FOR THE PRINTING, PACKING AND DELIVERY OF CUSTOMISED ENVELOPES AND SHARITY COLLATERALS (Comchest, Nor)",National Council of Social Service,3/6/2016,Awarded to Suppliers,LATITUDE EXPERIENCE PTE. LIMITED,56300
NCS000ETT16000015,"INVITATION TO TENDER (ITT) FOR NCSS CENTRALLY DRIVEN BITESIZE PROJECTS FOR PRODUCTIVITY AND INNOVATION (PHASE 2B)(AMG, Jazel)",National Council of Social Service,14/6/2016,Awarded to Suppliers,EMPACT PTE. LTD.,527000
NCS000ETT16000016,"INVITATION TO TENDER FOR CONCEPTUALISATION, PRODUCTION AND MANAGEMENT OF SHARITY CARE & SHARE INTERACTIVE MUSICAL AND TOURING SHOWS (Comchest, Cheryl)",National Council of Social Service,20/7/2016,Awarded to Suppliers,ARTISTIC EXPRESSIONS PRIVATE LIMITED,85400
NCS000ETT16000017,"INVITATION TO TENDER FOR E-JOURNAL DATABASE (AMG, Vanessa)",National Council of Social Service,27/7/2016,Awarded to Suppliers,PROQUEST LLC,142983.29
NCS000ETT16000019,"PROPOSED INTERIOR RENOVATION AND RELOCATION OF SOCIAL SERVICE INSTITUTE AND CAREER GUIDANCE CENTRE (NCSS)(Admin, Kian Soon)",National Council of Social Service,22/7/2016,Awarded to Suppliers,L&RUI CONCEPT GROUP PTE. LTD.,3161884
NCS000ETT16000022,"INVITATION TO TENDER FOR THE ENGAGEMENT OF A DIGITAL AGENCY FOR NCSS WITH OPTION TO RENEW FOR ONE (1) YEAR (CCD, Shaz)",National Council of Social Service,16/8/2016,Awarded to Suppliers,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,84664
